id,nom,sexe,date,ville,pays,profession,categorie,liste,bloc
547d62a912bdaa5876a2b39c,Ons Hattab,F,1977-01-02 0:00:00,Kairouan,Tunisie,Enseignante universitaire,Enseignant universitaire,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62a912bdaa5876a2b39d,Mohamed Ennaceur Jbira,H,1970-07-23 0:00:00,Sbikha,Tunisie,Avocat,Avocat,Mouvement Nidaa Tounes,Bloc Al Horra
547d62a912bdaa5876a2b39f,Mohamed Kamel Hamzaoui,H,1944-10-16 0:00:00,,Tunisie,Président Directeur Général d'une société privée,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62a912bdaa5876a2b3a0,Ikram Moulahi,F,1984-02-28 0:00:00,,Tunisie,Etudiante,Etudiant,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62a912bdaa5876a2b3a1,Mohamed Rachdi Bouguerra,H,1949-01-07 0:00:00,,Tunisie,Retraité,Retraité,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62a912bdaa5876a2b3a3,Mohamed Fadhel Ben Omrane,H,1963-07-20 0:00:00,Douz,Tunisie,Avocat,Avocat,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62a912bdaa5876a2b3a5,Mondher Belhaj Ali,H,1955-10-31 0:00:00,,Tunisie,Enseignant universitaire,Enseignant universitaire,Mouvement Nidaa Tounes,Bloc Al Horra
547d62a912bdaa5876a2b3a6,Houda Tekaya,F,1963-01-02 0:00:00,Tunis,Tunisie,Gérant d'une société,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62a912bdaa5876a2b3a7,Mohamed Nejib Torjmane,H,1952-09-15 0:00:00,,Tunisie,Représentant légal d'une société,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Bloc Al Horra
547d62a912bdaa5876a2b3a9,Abada Kefi,H,1950-02-21 0:00:00,Le Kef,Tunisie,Avocat auprès de la cour de cassation,Avocat,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3aa,El Khansa Ben Harrath,F,1968-12-13 0:00:00,,Tunisie,Ingénieur ,Ingénieur ,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3ab,Mongi Harbaoui,H,1971-09-29 0:00:00,,Tunisie,Comptable public,Comptable,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3ad,Mohamed Ennaceur,H,1934-03-21 0:00:00,El Jem,Tunisie,Avocat,Avocat,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3ae,Souad Zaouali,F,1955-11-16 0:00:00,,Tunisie,Directrice Générale d'un établissement étatique,Cadre supérieur dans la fonction publique,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3af,Imed Ouled Jebril,H,1982-04-13 0:00:00,,Tunisie,Enseignant du secondaire,Enseignant du secondaire,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3b0,Rabha Ben Hassine,F,1968-06-15 0:00:00,,Tunisie,Enseignante principale du secondaire,Enseignant du secondaire,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3b2,Bechir Ben Amor,H,1948-04-21 0:00:00,,Tunisie,Président Directeur Général d'un groupe privé,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3b4,Mohamed Jalel Ghedira,H,1958-04-20 0:00:00,Monastir,Tunisie,"Directeur du bureau des études stratégiques en sécurité, prévention et affaires de sûreté",Retraité,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3b5,Hela Omrane,F,1980-09-16 0:00:00,Le Kef,Tunisie,Technicien Supérieur en Biologie Industrielle,Technicien supérieur,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3b6,Mohamed Saidane,H,1960-11-28 0:00:00,Tunis,Tunisie,Chef d'entreprise,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3b7,Sameh Bouhaouel,F,1972-08-11 0:00:00,,Tunisie,Avocate auprès de la cour de cassation,Avocat,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3b8,Lotfi Nabli,H,1956-11-29 0:00:00,Tunis,Tunisie,Maitre de conférences de l'enseignement supérieur,Enseignant universitaire,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3bb,Houssem Bounenni,H,1974-07-05 0:00:00,,Tunisie,Commissaire aux comptes,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3bc,Nadia Zangar,F,1964-06-16 0:00:00,,Tunisie,Dentiste,Médecin ,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3bd,Chakib Bani,H,1983-10-06 0:00:00,,Tunisie,Enseignant universitaire,Enseignant universitaire,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3bf,Khemais Ksila,H,1956-05-01 0:00:00,Kélibia,Tunisie,Employé de la Société Nationale des Chemins de Fer Tunisienne,Fonctionnaire publique,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3c0,Meriem Boujbel,F,1978-09-27 0:00:00,,Tunisie,Gestionnaire adjoint dans une société,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3c1,Walid Jalled,H,1976-11-30 0:00:00,,Tunisie,Gestionnaire technique à la pharmacie centrale,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3c3,Abderraouf El May,H,1959-09-17 0:00:00,Tunis,Tunisie,Directeur général au sein d'une société,Cadre supérieur dans le secteur privé,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3c5,Mohamed Hedi Gueddich,H,1948-09-03 0:00:00,,Tunisie,Retraité,Retraité,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3c6,Sameh Dammak,F,1973-05-16 0:00:00,,Tunisie,Chef d'entreprise,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3c8,Moncef Sellami,H,1938-05-27 0:00:00,Sfax,Tunisie,Homme d'affaires,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3c9,Heger Laaroussi,F,1968-07-18 0:00:00,Sfax,Tunisie,Avocate auprès de la cour de cassation,Avocat,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3ca,Ismail Ben Mahmoud,H,1966-07-25 0:00:00,"Skhira, Sfax",Tunisie,Chef de service au sein d'une société,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3cb,Fatma Mseddi,F,1979-12-16 0:00:00,Sfax,Tunisie,Chercheuse universitaire,Chercheur universitaire,Mouvement Nidaa Tounes,Aucun bloc
547d62aa12bdaa5876a2b3cd,Salem Hamdi,H,1954-01-15 0:00:00,,Tunisie,Enseignant universitaire,Enseignant universitaire,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3ce,Abir Abdelli,F,1977-10-04 0:00:00,Sidi Bouzid,Tunisie,Directrice ressources humaines dans une société privée,Cadre supérieur dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3d0,Salah Bargaoui,H,1959-04-20 0:00:00,,Tunisie,Avocat,Avocat,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3d1,Sana Salhi,F,1987-05-07 0:00:00,"Rouhia, Siliana",Tunisie,Enseignante du secondaire,Enseignant du secondaire,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3d3,Ridha Charfeddine,H,1952-07-02 0:00:00,,Tunisie,Président Directeur Général de laboratoires de médicaments,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3d4,Zohra Idriss,F,1959-01-19 0:00:00,,Tunisie,Femme d'affaires,Chef d'entreprise,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3d5,Hamdi Guezguez,H,1964-06-01 0:00:00,Tunis,Tunisie,Ingénieur principal au ministère de l'industrie,Cadre supérieur dans la fonction publique,Mouvement Nidaa Tounes,Aucun bloc
547d62aa12bdaa5876a2b3d6,Nawel Tayech,F,1986-05-10 0:00:00,"Enfidha, Sousse",Tunisie,Cadre à l'aéroport Enfidha,Fonctionnaire dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3d7,Faycel Khelifa,H,1968-02-26 0:00:00,"Kalâa Soghra, Sousse",Tunisie,Directeur d'un établissement public,Cadre supérieur dans la fonction publique,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3d9,Taieb Medni,H,1966-01-04 0:00:00,Tataouine,Tunisie,avocat auprès de la cour de cassation,Avocat,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3db,Abderraouf Cherif,H,1952-08-02 0:00:00,,Tunisie,Médecin chirurgien,Médecin ,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3dd,Leila Ouled Ali,F,1964-05-31 0:00:00,,Tunisie,Directrice à l'agence nationale de l'énergie,Cadre supérieur dans la fonction publique,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3de,Abdennaceur Chouikh,H,1957-01-11 0:00:00,,Tunisie,Directeur général d'une société,Cadre supérieur dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3df,Ibtissem Jebabli,F,1980-08-30 0:00:00,Tunis,Tunisie,Avocate,Avocat,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3e1,Said Aidi,H,1961-05-08 0:00:00,"Salammbo, Tunis",Tunisie,Membre du conseil d'administration d'une société,Chef d'entreprise,Mouvement Nidaa Tounes,Aucun bloc
547d62aa12bdaa5876a2b3e2,Bochra Belhaj Hamida,F,1955-05-19 0:00:00,Zaghouan,Tunisie,Avocate auprès de la cour de cassation,Avocat,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3e3,Mustapha Ben Ahmed,H,1953-12-30 0:00:00,"Kalâa Soghra, Sousse",Tunisie,Technicien à la régie du tabac et des allumettes,Fonctionnaire publique,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3e4,Leila Bougatef,F,1967-01-06 0:00:00,Laval,France,Experte en ressources humaines,Cadre supérieur dans le secteur privé,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3e5,Sahbi Ben Fraj,H,1966-05-25 0:00:00,,Tunisie,Médecin,Médecin ,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3e7,Mohamed Ramzi Khmiss,H,1969-01-13 0:00:00,"El Fahs, Zaghouan",Tunisie,Gestionnaire à l'administration régionale de la Poste,Fonctionnaire publique,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3e8,Leila Zahaf,F,1959-03-22 0:00:00,Zaghouan,Tunisie,Assistante à l'enseignement supérieur,Enseignant universitaire,Mouvement Nidaa Tounes,Bloc Al Horra
547d62aa12bdaa5876a2b3ea,Lotfi Ali,H,1965-05-11 0:00:00,,Tunisie,Homme d'affaires,Chef d'entreprise,Parti l'initiative,Bloc Social-Démocrate
547d62aa12bdaa5876a2b3ec,Ahmed Saidi,H,1953-09-25 0:00:00,,Tunisie,Médecin,Médecin ,Parti l'initiative,Bloc Social-Démocrate
547d62aa12bdaa5876a2b3ee,Naceur Channoufi,H,1967-08-28 0:00:00,,Tunisie,Directeur d'une école primaire,Instituteur enseignement de base,Parti l'initiative,Bloc Social-Démocrate
547d62aa12bdaa5876a2b3f0,Youssef Jouini,H,1963-02-26 0:00:00,,Tunisie,Administrateur d'un arrondissement municipale,Fonctionnaire publique,Union Patriotique Libre,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3f2,Noureddine Ben Achour,H,1962-01-02 0:00:00,Beja,Tunisie,Avocat,Agriculteur,Union Patriotique Libre,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3f4,Taoufik Jemli,H,1970-10-22 0:00:00,Tunis,Tunisie,Maitre d'application,Instituteur enseignement de base,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b3f6,Ali Belakhoua,H,1963-04-07 0:00:00,Saint-Louis,États-Unis d'Amérique,Gérant d'une société,Fonctionnaire dans le secteur privé,Union Patriotique Libre,Mouvement Nidaa Tounes
547d62aa12bdaa5876a2b3f8,Mohamed Amine Kahloul,H,1953-07-13 0:00:00,Gabès,Tunisie,Retraité,Retraité,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b3fa,Dorra Yaacoubi,F,1983-01-15 0:00:00,,Tunisie,Enseignante universitaire spécialisée dans les ressources humaines,Enseignant universitaire,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b3fc,Tarek Fetiti,H,1972-04-21 0:00:00,"El Oueslatia, Kairouan",Tunisie,Directeur régional de la formation professionnelle,Cadre supérieur dans la fonction publique,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b3fe,Mahmoud Kahri,H,1964-05-09 0:00:00,Kasserine,Tunisie,Fonctionnaire,Fonctionnaire publique,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b400,Faouzia Ben Fodha,F,1963-07-19 0:00:00,,Tunisie,Directrice d'une école,Instituteur enseignement de base,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b402,Kamel Harraghi,H,1955-01-10 0:00:00,Le Kef,Tunisie,Attaché d'administration,Fonctionnaire publique,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b404,Tahar Fdhil,H,1964-03-05 0:00:00,,Tunisie,Avocat,Avocat,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b406,Abdelkader Ben Dhifallah,H,1973-11-06 0:00:00,Menzel Bouzelfa,Tunisie,Agriculteur,Agriculteur,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b408,Noureddine Mrabti,H,1974-01-05 0:00:00,"Makther, Siliana",Tunisie,Membre de l'Assemblée Nationale Constituante,Non catégorisé,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b40a,Abderraouf Chebbi,H,1979-08-20 0:00:00,,Tunisie,Retraité,Retraité,Union Patriotique Libre,Union Patriotique Libre
547d62aa12bdaa5876a2b40c,Mohsen Hssan,H,1970-10-10 0:00:00,,Tunisie,Président Directeur Général,Chef d'entreprise,Union Patriotique Libre,Aucun bloc
547d62aa12bdaa5876a2b40e,Ridha Zghondi,H,1962-01-29 0:00:00,,Tunisie,Avocat,Avocat,Union Patriotique Libre,Mouvement Nidaa Tounes
54ec816912bdaa27f6450601,Rim Mahjoub,F,1966-03-16 0:00:00,,,,,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger"
54ec81d212bdaa27f6450602,Lilia Younes Ksibi,F,,,,,,Afek Tounes,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger"
54ec8ac612bdaa27f6450603,Nozha Biaoui,F,,,,,,Front National du Salut,"Afek Tounes, le mouvement national et l'appel des tunisiens à l'étranger"
54ec8b2512bdaa27f6450604,Moez Belhaj Rhouma,H,1966-03-09 0:00:00,,,,,Mouvement Ennahdha,Mouvement Ennahdha
54ec8b7b12bdaa27f6450605,Wafa Attia,F,,,,,,Mouvement Ennahdha,Mouvement Ennahdha
54ec927312bdaa27f6450606,Taher Battikh,H,,,,,,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
54ec932412bdaa27f6450607,Lamia Gharbi,F,,,,,,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
54ec93a812bdaa27f6450608,Houda Slim,F,,,,,,Mouvement Nidaa Tounes,Bloc Al Horra
55af8a5a12bdaa3245ab6fa4,Noura Amri,F,,,,,,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes
5684835212bdaa034bb8b715,Taoufik Ouali,H,,,,,,Mouvement Nidaa Tounes,Bloc Al Horra
56c1a96a12bdaa24bd1b065e,Olfa Jouini,F,,,,,,Union Patriotique Libre,Union Patriotique Libre
56c1fea012bdaa24bd1b0667,Marouan Felfel,H,,,,,,Mouvement Nidaa Tounes,Bloc Al Horra
