ANC_bill_names,id
Vote sur l'amendement consensuel relatif à la suppression du deuxième paragraphe de l'article 8,965
Vote sur l'article 8 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,966
"Vote sur l'amendement relatif à l'ajout de ""conformément aux dispositions spécifiques à la rémunération, des privilèges et indemnités accordés aux hautes fonctions juridictionnelles"" à la fin de l'article 9",967
"Vote sur l'amendement relatif à l'ajout de ""ou décret gouvernemental"" à la fin de l'article 9",968
Vote sur l'article 9 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,969
Vote sur l'amendement consensuel relatif à la reformulation de l'article 10,970
Vote sur l'article 10 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,971
Vote sur la suppression de l'article 11 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,972
"Vote sur l'amendement relatif au changement de ""trois"" par ""quatre"" dans l'article 12",973
Vote sur l'article 12 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,974
"Vote sur l'amendement relatif au remplacement de ""et peut désigner un ordonnateur secondaire"" par ""peut  déléguer sa signature"" dans l'article 15",975
Vote sur l'article 15 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,976
Vote sur l'amendement relatif à la suppression du premier paragraphe de l'article 16,977
"Vote sur l'amendement relatif à l'ajout de ""par décret ou"" avant ""par décret gouvernemental"" dans le premier paragraphe de l'article 16",978
"Vote sur l'amendement relatif au remplacement de ""par décision de son président"" par ""par sa propre décision"" au deuxième paragraphe de l'article 16",979
Vote sur l'article 16 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,980
Vote sur l'amendement relatif à la suppression de l'article 17,981
"Vote sur l'amendement relatif à l'ajout du terme ""à la majorité"" après ""pour l’instance"" dans l'article 17",982
Vote sur l'amendement relatif à la suppression du deuxième paragraphe de l'article 17,983
Vote sur l'article 17 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,984
"Vote sur l'amendement relatif à l'ajout de ""ou sur demande des 2/3 de ses membres"" au premier paragraphe de l'article 18",985
Vote sur l'amendement relatif à la reformulation du premier paragraphe de l'article 18,986
Vote sur l'amendement relatif à la reformulation du deuxième paragraphe de l'article 18,987
Vote sur l'article 18 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,988
"Vote sur l'amendement relatif à l'ajout de ""et en cas d'impossibilité l'un des vices-présidents"" à la fin de l'article 19",989
Vote sur l'article 19 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,990
Retour à l'article 4: Vote sur l'amendement relatif à l'ajout de la qualité de premier et deuxième vice-président,991
Retour au vote sur l'article 4 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,992
Retour au vote sur une version fusionnée des articles 16 et 17 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,993
Retour au vote sur l'article 19 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,994
"Vote sur l'amendement relatif à la suppression de ""du président de l’ANC ou de l’Assemblée des Représentants du Peuple"" de l'article 20",995
Vote sur l'article 20 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,996
Vote sur l'amendement relatif au quatrième paragraphe de l'article 21,997
Vote sur l'amendement consensuel relatif à l'ajout d'un paragraphe à la fin de l'article 21,998
Vote sur l'article 21 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,999
Vote sur l'amendement consensuel relatif à l'ajout d'un paragraphe à la fin de l'article 22,1000
Vote sur l'article 22 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1001
Vote sur l'amendement consensuel relatif au premier paragraphe de l'article 23,1002
Vote sur l'amendement relatif à la reformulation de l'article 23,1003
Vote sur l'article 23 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1004
"Vote sur l'amendement consensuel relatif à la suppression de ""au président de l’ANC ou de l’Assemblée des Représentants du Peuple"" et ""par l'instance"" de l'article 24",1005
Vote sur l'article 24 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1006
Vote sur l'amendement consensuel relatif à la suppression du premier paragraphe de l'article 25,1007
"Vote sur l'amendement consensuel relatif à l'ajout de ""accompagné de la décision de l’instance"" au deuxième paragraphe de l'article 25",1008
Vote sur l'amendement consensuel relatif à la reformulation du troisième paragraphe de l'article 25,1009
Vote sur l'amendement relatif à la suppression du dernier paragraphe de l'article 25,1010
Vote sur l'article 25 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1011
"Vote sur l'amendement relatif au remplacement du terme ""interrompt"" par ""suspend"" dans l'article 26",1012
Vote sur l'article 26 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1013
Vote sur l'article 27 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1014
Retour au vote sur l'article 13 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1015
Retour au vote sur l'article 14 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1016
"Retour à l'article 9: Vote sur l'amendement relatif à l'ajout de ""émanant du Chef du Gouvernement"" à la fin de l'article",1017
Retour au vote sur l'article 9 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1018
"Retour à l'article 15: Vote sur l'amendement relatif au remplacement de ""et peut désigner un ordonnateur secondaire"" par ""peut  déléguer sa signature""",1019
Ajout d'article: Vote sur l'ajout d'un article 4 bis du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1020
Ajout d'article: Vote sur l'ajout d'un article 4 ter du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1021
Ajout d'article: Vote sur l'ajout d'un article après l'article 9 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1022
Ajout d'article: Vote sur l'ajout d'un article 26 bis du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1023
Ajout d'article: Vote sur l'ajout d'un article au début des dispositions transitoires du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1024
Vote sur l'article 28 du projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois,1025
Vote sur le projet de loi organique relatif à l'instance provisoire de contrôle de la constitutionnalité des projets de lois dans sa totalité,1026
"Vote sur l'amendement relatif au remplacement de ""proposition"" par ""projet"" dans le titre",1027
Vote sur le titre: Proposition de loi organique relative aux élections et référendums,1028
"Vote sur l'amendement relatif à l'ajout de ""présidentielles et parlementaires"" dans l'article premier",1029
"Vote sur l'amendement relatif à l'ajout de ""législatives et présidentielles"" dans l'article premier",1030
Vote sur l'article premier de la proposition de loi organique relative aux élections et référendums,1031
Vote sur l'amendement relatif à la reformulation de l'article 2,1032
Vote sur l'amendement relatif à l'ajout d'un paragraphe à l'article 2,1033
Vote sur l'article 2 de la proposition de loi organique relative aux élections et référendums,1034
"Vote sur l'amendement relatif à l'ajout de ""en vue de gagner la confiance de l'électeur"" après ""durant la campagne électorale"" et avant ""et d'obtenir sa voix"", et suppression de ""et cacheté"" de la définition du bulletin de vote dans l'article 3",1035
Vote sur l'amendement relatif à la reformulation du tiret concernant les dépenses électorales dans l'article 3,1036
Vote sur l'amendement relatif à un ajout à la fin de la définition du bulletin annulé dans l'article 3,1037
Vote sur l'article 3 de la proposition de loi organique relative aux élections et référendums,1038
"Vote sur l'amendement relatif au remplacement de ""le jour précédant celui du scrutin"" par ""le jour du scrutin"" à l'article 4",1039
Vote sur l'amendement relatif à l'ajout d'un tiret à la fin de l'article 4,1040
Vote sur l'amendement relatif à l'ajout d'un paragraphe à l'article 4,1041
Vote sur l'article 4 de la proposition de loi organique relative aux élections et référendums,1042
Vote sur l'amendement relatif à la suppression du deuxième tiret de l'article 5,1043
Vote sur l'amendement relatif à un ajout à la fin du deuxième tiret de l'article 5,1044
Vote sur l'amendement relatif à un ajout au deuxième tiret de l'article 5,1045
Vote sur l'amendement relatif à un changement à la fin du deuxième tiret de l'article 5,1046
"Vote sur l'amendement relatif à la suppression de ""pour démence"" du dernier tiret de l'article 5",1047
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 5,1048
Vote sur l'amendement relatif à l'ajout de deux tirets à l'article 5,1049
Vote sur l'article 5 de la proposition de loi organique relative aux élections et référendums,1050
Vote sur l'amendement relatif au changement du premier paragraphe de l'article 6,1051
Vote sur l'amendement relatif à la reformulation de l'article 6,1052
Vote sur l'amendement relatif à un ajout à la fin du premier paragraphe de l'article 6,1053
Vote sur l'amendement relatif à un ajout à la fin du premier paragraphe de l'article 6,1054
Vote sur l'amendement relatif à la suppression de la fin du troisième paragraphe de l'article 6,1055
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 6,1056
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 6,1057
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 6,1058
Vote sur l'article 6 de la proposition de loi organique relative aux élections et référendums,1059
Vote sur l'amendement relatif à la modification du premier tiret de l'article 7,1060
Vote sur l'amendement relatif à un ajout au premier paragraphe de l'article 7,1061
Vote sur l'article 7 de la proposition de loi organique relative aux élections et référendums,1062
Vote sur l'amendement relatif à une modification dans le premier paragraphe de l'article 8,1063
Vote sur l'amendement relatif à une modification dans le premier paragraphe de l'article 8,1064
Vote sur l'amendement relatif à un ajout au premier paragraphe de l'article 8,1065
Vote sur l'amendement relatif à un ajout à la fin du premier paragraphe de l'article 8,1066
Vote sur l'amendement relatif à un ajout à la fin du premier paragraphe de l'article 8,1067
Vote sur l'article 8 de la proposition de loi organique relative aux élections et référendums,1068
"Vote sur l'amendement consensuel relatif à l'ajout de ""pour chaque circonscription"" au premier paragraphe, l'ajout de ""L'Instance se charge aussi d'assister"" à la deuxième phrase et suppression de ""sous le contrôle de l'instance"" de la fin de la deuxième phrase de l'article 9",1069
Vote sur l'article 9 de la proposition de loi organique relative aux élections et référendums,1070
Vote sur l'article 10 de la proposition de loi organique relative aux élections et référendums,1071
Vote sur l'article 11 de la proposition de loi organique relative aux élections et référendums,1072
Vote sur l'amendement relatif à un ajout à la fin de l'article 12,1073
Vote sur l'amendement relatif à l'ajout de deux tirets à l'article 12,1074
Vote sur l'article 12 de la proposition de loi organique relative aux élections et référendums,1075
Vote sur l'amendement consensuel relatif à la modification du deuxième paragraphe de l'article 13,1076
Vote sur l'article 13 de la proposition de loi organique relative aux élections et référendums,1077
Vote sur l'amendement consensuel relatif à la modification des délais dans le premier paragraphe de l'article 14,1078
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 14,1079
Vote sur l'article 14 de la proposition de loi organique relative aux élections et référendums,1080
Vote sur l'amendement relatif à la modification du troisième paragraphe de l'article 15,1081
Vote sur l'amendement relatif à l'ajout d'une phrase à la fin du deuxième paragraphe de l'article 15,1082
Vote sur l'article 15 de la proposition de loi organique relative aux élections et référendums,1083
Vote sur l'amendement relatif à l'ajout d'une phrase à la fin du premier paragraphe de l'article 16,1084
Vote sur l'article 16 de la proposition de loi organique relative aux élections et référendums,1085
Vote sur l'amendement relatif à l'ajout d'une phrase à la fin du troisième paragraphe de l'article 17,1086
Vote sur l'article 17 de la proposition de loi organique relative aux élections et référendums,1087
Vote sur l'amendement relatif à la modification de la fin du troisième tiret de l'article 18,1088
Vote sur l'article 18 de la proposition de loi organique relative aux élections et référendums,1089
"Vote sur l'amendement relatif à l'ajout d'un tiret énonçant ""Déclaration fiscale de l'année précédente"" dans l'article 20",1090
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 19,1091
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 19,1092
"Vote sur l'amendement relatif à la suppression de ""sous réserve de démission"" et remplacer par ""avec présentation dans leur dossier de candidature d'un engagement de démission"" dans l'article 19",1093
"Vote sur l'amendement relatif à l'ajout de ""les non-magistrats"" au dernier paragraphe de l'article 19",1094
Vote sur l'amendement relatif à un ajout à la fin du deuxième tiret de l'article 19,1095
Vote sur l'amendement relatif à la reformulation du dernier paragraphe de l'article 19,1096
"Vote sur l'amendement relatif à l'ajout de ""Le candidat doit être inscrit à la même circonscription électorale dans laquelle il présente sa candidature"" à l'article 19",1097
Vote sur l'article 19 de la proposition de loi organique relative aux élections et référendums,1098
"Vote sur l'amendement relatif à l'ajout de ""de candidature"" après ""Une déclaration"" dans le deuxième tiret de l'article 20",1099
Vote sur l'amendement relatif à la suppression du dernier tiret (liste complémentaire) de l'article 20,1100
Vote sur l'amendement relatif à la modification du dernier tiret (liste complémentaire) de l'article 20,1101
Vote sur l'amendement relatif à l'ajout d'un tiret à l'article 20,1102
Vote sur l'amendement consensuel relatif à l'ajout d'un tiret à l'article 20,1103
Vote sur l'article 20 de la proposition de loi organique relative aux élections et référendums,1104
Vote sur l'article 21 de la proposition de loi organique relative aux élections et référendums,1105
Vote sur l'amendement relatif à un ajout à la fin de l'article 22,1106
Vote sur l'amendement relatif à l'ajout d'un dernier paragraphe à l'article 22,1107
Vote sur l'article 22 de la proposition de loi organique relative aux élections et référendums,1108
Vote sur l'amendement relatif à un ajout à la fin du premier paragraphe de l'article 24,1109
Vote sur l'amendement relatif à la reformulation du deuxième paragraphe de l'article 24,1110
"Vote sur l'amendement relatif à l'ajout de ""et le programme électoral"" après ""l'appellation et le symbole"" au deuxième paragraphe de l'article 24",1111
Vote sur l'article 24 de la proposition de loi organique relative aux élections et référendums,1112
"Vote sur l'amendement relatif à l'ajout de ""ou de la part associations inscrites spécialisées dans le domaine des élections ou de la défense des droits de l'Homme"" après ""ou les membres des autres listes de candidats dans la même circonscription"" dans l'article 25",1113
Vote sur l'amendement relatif à un ajout à la fin de l'article 25,1114
Vote sur l'article 25 de la proposition de loi organique relative aux élections et référendums,1115
Vote sur l'amendement relatif à un ajout à la fin du deuxième paragraphe de l'article 26,1116
Vote sur l'article 26 de la proposition de loi organique relative aux élections et référendums,1117
Vote sur l'amendement relatif à un ajout à la fin de l'article 27,1118
Vote sur l'article 27 de la proposition de loi organique relative aux élections et référendums,1119
Vote sur l'article 28 de la proposition de loi organique relative aux élections et référendums,1120
Vote sur l'article 29 de la proposition de loi organique relative aux élections et référendums,1121
Vote sur l'amendement relatif à la reformulation du deuxième paragraphe de l'article 30,1122
"Vote sur l'amendement relatif à la suppresion de ""Il est remplacé par le candidat lui succédant directement sur la liste initiale, le manque est par la suite comblé à partir de la liste complémentaire, conformément aux dispositions de l’article 23"" et son remplacement par ""la tête de liste se charge de combler le manque dans les délais légaux"" dans l'article 30",1123
Vote sur l'article 30 de la proposition de loi organique relative aux élections et référendums,1124
Vote sur l'article 31 de la proposition de loi organique relative aux élections et référendums,1125
"Vote sur l'amendement relatif au remplacement de ""dans un délai n’excédant pas quarante-cinq (45) jours à compter de la date de la constatation de la vacance"" par ""automatiquement et dans les plus brefs délais conformément aux procédures énoncées dans le règlement intérieur de l'assemblée nationale constituante ou de l'assemblée des représentants du peuple"" dans l'article 32",1126
Vote sur l'amendement relatif à la reformulation de l'article 32,1127
Vote sur l'amendement relatif à l'ajout d'un deuxième paragraphe à l'article 32,1128
Vote sur l'article 32 de la proposition de loi organique relative aux élections et référendums,1129
Vote sur l'article 33 de la proposition de loi organique relative aux élections et référendums,1130
Vote sur l'amendement relatif à la reformulation de l'article 34,1131
Vote sur l'article 34 de la proposition de loi organique relative aux élections et référendums,1132
Vote sur l'article 35 de la proposition de loi organique relative aux élections et référendums,1133
Vote sur l'article 36 de la proposition de loi organique relative aux élections et référendums,1134
Vote sur l'amendement relatif à un ajout à la fin du deuxième paragraphe de l'article 37,1135
Vote sur l'article 37 de la proposition de loi organique relative aux élections et référendums,1136
Vote sur l'article 38 de la proposition de loi organique relative aux élections et référendums,1137
Vote sur l'amendement relatif à la suppression de l'article 39,1138
Vote sur l'article 39 de la proposition de loi organique relative aux élections et référendums,1139
Vote sur l'article 40 de la proposition de loi organique relative aux élections et référendums,1140
Vote sur l'article 41 de la proposition de loi organique relative aux élections et référendums,1141
Vote sur l'article 42 de la proposition de loi organique relative aux élections et référendums,1142
Vote sur l'article 43 de la proposition de loi organique relative aux élections et référendums,1143
Vote sur l'article 44 de la proposition de loi organique relative aux élections et référendums,1144
Vote sur l'article 45 de la proposition de loi organique relative aux élections et référendums,1145
Vote sur l'amendement relatif à l'ajout d'un deuxième tiret à l'article 46,1146
Vote sur l'amendement relatif à l'ajout d'un tiret à la fin de l'article 46,1147
Vote sur l'article 46 de la proposition de loi organique relative aux élections et référendums,1148
Vote sur l'amendement relatif au prolongement de la campagne électorale à tout un mois au lieu de 22 jours dans l'article 47,1149
Vote sur l'amendement relatif à la suppression de la deuxième partie du premier paragraphe de l'article 47,1150
Vote sur l'article 47 de la proposition de loi organique relative aux élections et référendums,1151
Vote sur l'article 48 de la proposition de loi organique relative aux élections et référendums,1152
Vote sur l'article 49 de la proposition de loi organique relative aux élections et référendums,1153
Vote sur l'article 50 de la proposition de loi organique relative aux élections et référendums,1154
"Vote sur l'amendement relatif à un ajout après ""sous toutes ses formes"" dans l'article 51",1155
Vote sur l'article 51 de la proposition de loi organique relative aux élections et référendums,1156
Vote sur l'article 52 de la proposition de loi organique relative aux élections et référendums,1157
Vote sur l'article 53 de la proposition de loi organique relative aux élections et référendums,1158
Vote sur l'amendement relatif à la suppression du deuxième paragraphe de l'article 54,1159
Vote sur l'amendement relatif à l'ajout d'un paragraphe à la fin de l'article 54,1160
Vote sur l'amendement consensuel relatif à l'ajout d'un paragraphe à la fin de l'article 54,1161
Vote sur l'article 54 de la proposition de loi organique relative aux élections et référendums,1162
"Vote sur l'amendement relatif à la suppresion de ""par le biais des médias"" de l'article 55",1163
Vote sur l'amendement relatif à l'ajout d'un paragraphe à la fin de l'article 55,1164
Vote sur l'article 55 de la proposition de loi organique relative aux élections et référendums,1165
Vote sur l'article 56 de la proposition de loi organique relative aux élections et référendums,1166
Vote sur l'article 57 de la proposition de loi organique relative aux élections et référendums,1167
"Vote sur l'amendement relatif à l'ajout de ""ensemble ou séparés"" à la fin de l'article 58",1168
Vote sur l'article 58 de la proposition de loi organique relative aux élections et référendums,1169
Vote sur l'amendement relatif à l'ajout d'une phrase à la fin du deuxième paragraphe de l'article 59,1170
Vote sur l'article 59 de la proposition de loi organique relative aux élections et référendums,1171
Vote sur l'article 60 de la proposition de loi organique relative aux élections et référendums,1172
Vote sur l'article 61 de la proposition de loi organique relative aux élections et référendums,1173
Vote sur l'article 62 de la proposition de loi organique relative aux élections et référendums,1174
Vote sur l'amendement relatif à la suppresion des paragraphes 2 et 3 de l'article 63,1175
Vote sur l'article 63 de la proposition de loi organique relative aux élections et référendums,1176
Vote sur l'article 64 de la proposition de loi organique relative aux élections et référendums,1177
Vote sur l'article 65 de la proposition de loi organique relative aux élections et référendums,1178
Vote sur l'article 66 de la proposition de loi organique relative aux élections et référendums,1179
"Vote sur l'amendement relatif à l'ajout de ""les deux dernières semaines de"" avant ""la campagne électorale"" à de l'article 67",1180
"Vote sur l'amendement relatif à la suppresion de ""ainsi que les études et commentaires journalistiques relatifs au sondage d’opinions par différents médias"" de l'article 67",1181
Vote sur l'article 67 de la proposition de loi organique relative aux élections et référendums,1182
Vote sur l'article 68 de la proposition de loi organique relative aux élections et référendums,1183
Vote sur l'amendement relatif à la suppression de la citation de la loi relative à la prestation de serment et l'ajout du texte du serment à l'article 69,1184
Vote sur l'article 69 de la proposition de loi organique relative aux élections et référendums,1185
Vote sur l'article 72 de la proposition de loi organique relative aux élections et référendums,1186
Vote sur l'article 73 de la proposition de loi organique relative aux élections et référendums,1187
Vote sur l'amendement relatif à l'ajout d'un paragraphe avant le dernier paragraphe de l'article 75,1188
Vote sur l'article 75 de la proposition de loi organique relative aux élections et référendums,1189
Vote sur l'article 76 de la proposition de loi organique relative aux élections et référendums,1190
Vote sur l'article 77 de la proposition de loi organique relative aux élections et référendums,1191
Vote sur l'article 78 de la proposition de loi organique relative aux élections et référendums,1192
Vote sur l'article 79 de la proposition de loi organique relative aux élections et référendums,1193
Vote sur l'article 80 de la proposition de loi organique relative aux élections et référendums,1194
Vote sur l'article 81 de la proposition de loi organique relative aux élections et référendums,1195
"Vote sur l'amendement relatif au remplacement de ""à l’un des quotidiens publiés en Tunisie"" par ""au Journal Officiel de la République Tunisienne"" à l'article 82",1196
Vote sur l'article 82 de la proposition de loi organique relative aux élections et référendums,1197
Vote sur l'article 83 de la proposition de loi organique relative aux élections et référendums,1198
Vote sur l'article 84 de la proposition de loi organique relative aux élections et référendums,1199
Vote sur l'article 85 de la proposition de loi organique relative aux élections et référendums,1200
Vote sur l'article 86 de la proposition de loi organique relative aux élections et référendums,1201
Vote sur l'article 87 de la proposition de loi organique relative aux élections et référendums,1202
Vote sur l'article 88 de la proposition de loi organique relative aux élections et référendums,1203
Vote sur l'article 89 de la proposition de loi organique relative aux élections et référendums,1204
Vote sur l'article 90 de la proposition de loi organique relative aux élections et référendums,1205
Vote sur l'article 91 de la proposition de loi organique relative aux élections et référendums,1206
Vote sur l'article 92 de la proposition de loi organique relative aux élections et référendums,1207
Vote sur le report du projet de loi organique N°16/2013 portant approbation du protocole d'accord entre la République tunisienne et le Conseil de l'Europe en ce qui concerne le Bureau du Conseil de l'Europe et de son système juridique.,1208
"Vote sur le projet de loi N°58/2013 portant approbation des échanges de notes signé le 12 Juin 2013 entre le gouvernement de la République tunisienne et le gouvernement du Japon, et d'une lettre de garantie d'Etat signée le 14 Août 2013 relative à l'accord de prêt signé le 21 Juin 2013 entre l'Office Nationale de l'Assainissement (ONAS) et l'Agence japonaise de coopération internationale (JICA), afin de participer au financement du projet d'amélioration de l'environnement en eau des villes locales.",1209
Vote sur l'article 123 de la proposition de loi organique relative aux élections et référendums.,1210
Vote sur l'amendement relatif à un ajout au troisième paragraphe de l'article 99,1211
Vote sur l'article 99 de la proposition de loi organique relative aux élections et référendums,1212
Vote sur l'amendement relatif à l'ajout d'un deuxième paragraphe à l'article 100,1213
Vote sur l'article 100 de la proposition de loi organique relative aux élections et référendums,1214
Vote sur l'article 101 de la proposition de loi organique relative aux élections et référendums,1215
Vote sur l'amendement relatif à l'ajout d'un deuxième paragraphe à l'article 102,1216
Vote sur l'article 102 de la proposition de loi organique relative aux élections et référendums,1217
Vote sur l'amendement relatif à l'ajout de deux paragraphes à la fin de l'article 103,1218
Vote sur l'article 103 de la proposition de loi organique relative aux élections et référendums,1219
Vote sur l'article 105 de la proposition de loi organique relative aux élections et référendums,1220
Vote sur l'article 106 de la proposition de loi organique relative aux élections et référendums,1221
Vote sur l'article 108 de la proposition de loi organique relative aux élections et référendums,1222
Vote sur l'article 109 de la proposition de loi organique relative aux élections et référendums,1223
Vote sur l'article 110 de la proposition de loi organique relative aux élections et référendums,1224
Vote sur l'article 111 de la proposition de loi organique relative aux élections et référendums,1225
Vote sur l'article 112 de la proposition de loi organique relative aux élections et référendums,1226
Vote sur l'article 113 de la proposition de loi organique relative aux élections et référendums,1227
Vote sur l'article 114 de la proposition de loi organique relative aux élections et référendums,1228
Vote sur l'amendement relatif à l'ajout d'un paragraphe à l'article 115,1229
Vote sur l'amendement relatif à l'ajout d'une phrase à l'article 115,1230
Vote sur l'article 115 de la proposition de loi organique relative aux élections et référendums,1231
Vote sur l'article 116 de la proposition de loi organique relative aux élections et référendums,1232
Vote sur l'article 117 de la proposition de loi organique relative aux élections et référendums,1233
Vote sur l'article 118 de la proposition de loi organique relative aux élections et référendums,1234
Vote sur l'article 119 de la proposition de loi organique relative aux élections et référendums,1235
Vote sur l'article 120 de la proposition de loi organique relative aux élections et référendums,1236
Vote sur l'article 121 de la proposition de loi organique relative aux élections et référendums,1237
Vote sur l'article 122 de la proposition de loi organique relative aux élections et référendums,1238
"Vote sur l'amendement relatif au remplacement de ""et"" par ""ou"" au dernier paragraphe de l'article 123",1239
Vote sur l'amendement consensuel relatif à l'ajout d'un paragraphe à la fin de l'article 123,1240
Vote sur l'article 124 de la proposition de loi organique relative aux élections et référendums,1241
Vote sur l'article 125 de la proposition de loi organique relative aux élections et référendums,1242
Vote sur l'article 126 de la proposition de loi organique relative aux élections et référendums,1243
Vote sur l'article 127 de la proposition de loi organique relative aux élections et référendums,1244
Vote sur l'article 129 de la proposition de loi organique relative aux élections et référendums,1245
Vote sur l'article 130 de la proposition de loi organique relative aux élections et référendums,1246
Vote sur l'article 131 de la proposition de loi organique relative aux élections et référendums,1247
Vote sur l'article 132 de la proposition de loi organique relative aux élections et référendums,1248
Vote sur l'article 133 de la proposition de loi organique relative aux élections et référendums,1249
"Vote sur l'amendement relatif à la suppression de ""y compris"" de la deuxième ligne de l'article 134",1250
Vote sur l'amendement relatif au remplacement du deuxième tiret de l'article 134,1251
Vote sur l'article 134 de la proposition de loi organique relative aux élections et référendums,1252
Vote sur l'article 135 de la proposition de loi organique relative aux élections et référendums,1253
Vote sur l'article 136 de la proposition de loi organique relative aux élections et référendums,1254
Vote sur l'amendement relatif à l'ajout d'un paragraphe à l'article 137,1255
Vote sur l'article 137 de la proposition de loi organique relative aux élections et référendums,1256
Vote sur l'amendement relatif à la suppression et remplacement du deuxième paragraphe de l'article 138,1257
Vote sur l'article 138 de la proposition de loi organique relative aux élections et référendums,1258
Vote sur l'article 139 de la proposition de loi organique relative aux élections et référendums,1259
"Vote sur l'amendement relatif à l'ajout de ""en premier lieu et ensuite par le reste des listes"" à la première phrase de l'article 141",1260
Vote sur l'article 141 de la proposition de loi organique relative aux élections et référendums,1261
Vote sur l'amendement relatif à une modification e la première phrase de l'article 142,1262
Vote sur l'amendement relatif au changement des délais dans la première phrase de l'article 142,1263
Vote sur l'article 142 de la proposition de loi organique relative aux élections et référendums,1264
"Vote sur l'amendement relatif à la suppression de ""par l’intermédiaire d’un avocat agréé auprès de la Cour de cassation"" et son remplacement par ""sans l'obligation de recourir à un avocat"" au troisième paragraphe de l'article 143",1265
Vote sur l'article 143 de la proposition de loi organique relative aux élections et référendums,1266
Vote sur l'article 144 de la proposition de loi organique relative aux élections et référendums,1267
Vote sur l'article 145 de la proposition de loi organique relative aux élections et référendums,1268
Vote sur l'article 146 de la proposition de loi organique relative aux élections et référendums,1269
Vote sur l'article 150 de la proposition de loi organique relative aux élections et référendums,1270
Vote sur l'article 151 de la proposition de loi organique relative aux élections et référendums,1271
Vote sur l'amendement relatif à un ajout à la fin de l'article 152,1272
Vote sur l'article 152 de la proposition de loi organique relative aux élections et référendums,1273
Vote sur l'article 153 de la proposition de loi organique relative aux élections et référendums,1274
Vote sur l'article 156 de la proposition de loi organique relative aux élections et référendums,1275
Vote sur l'article 157 de la proposition de loi organique relative aux élections et référendums,1276
Vote sur l'article 160 de la proposition de loi organique relative aux élections et référendums,1277
Vote sur l'article 161 de la proposition de loi organique relative aux élections et référendums,1278
Vote sur l'ajout d'un article 167 nouveau de la proposition de loi organique relative aux élections et référendums,1279
Retour au vote sur l'article 69 de la proposition de loi organique relative aux élections et référendums,1280
Vote sur l'amendement relatif à l'ajout d'un premier avertissement adressé aux partis ou listes de coalition ou indépendantes avant de prendre les décisions requises au troisième paragraphe de l'article 70,1281
Vote sur l'article 70 de la proposition de loi organique relative aux élections et référendums,1282
Vote sur l'ajout d'un article après l'article 70 de la proposition de loi organique relative aux élections et référendums,1283
Vote sur l'amendement relatif à un ajout à la fin de l'article 93,1284
Vote sur la fusion des articles 93 et 95 de la proposition de loi organique relative aux élections et référendums,1285
Vote sur la suppression de l'article 95 de la proposition de loi organique relative aux élections et référendums,1286
